Date,Demand,Drybulb,Dewpnt,Holiday
2007-01-02 15:00:00,16018.0,42.25,18.5,0
2007-01-02 16:00:00,17246.0,40.625,18.5,0
2007-01-02 17:00:00,18788.0,38.375,17.75,0
2007-01-02 18:00:00,18730.0,36.125,18.25,0
2007-01-02 19:00:00,18245.0,35.375,18.875,0
2007-01-02 20:00:00,17527.0,34.375,19.875,0
2007-01-02 21:00:00,16327.0,33.0,20.0,0
2007-01-02 22:00:00,14624.0,32.125,20.0,0
2007-01-02 23:00:00,13148.0,30.625,20.375,0
2007-01-03 00:00:00,12267.0,31.0,20.5,0
2007-01-03 01:00:00,11805.0,30.5,20.875,0
2007-01-03 02:00:00,11650.0,30.625,21.5,0
2007-01-03 03:00:00,11656.0,30.375,21.75,0
2007-01-03 04:00:00,12019.0,30.5,21.875,0
2007-01-03 05:00:00,13190.0,28.75,21.75,0
2007-01-03 06:00:00,15371.0,28.875,21.5,0
2007-01-03 07:00:00,16594.0,29.125,21.25,0
2007-01-03 08:00:00,16715.0,29.375,21.25,0
2007-01-03 09:00:00,16721.0,34.625,23.125,0
2007-01-03 10:00:00,16701.0,38.625,22.625,0
2007-01-03 11:00:00,16528.0,41.125,20.625,0
2007-01-03 12:00:00,16265.0,44.625,20.0,0
2007-01-03 13:00:00,16094.0,47.75,19.875,0
2007-01-03 14:00:00,15874.0,48.375,20.875,0
2007-01-03 15:00:00,15968.0,48.375,23.0,0
2007-01-03 16:00:00,17188.0,46.625,23.125,0
2007-01-03 17:00:00,18559.0,44.875,24.625,0
2007-01-03 18:00:00,18496.0,43.625,25.625,0
2007-01-03 19:00:00,17994.0,42.625,26.5,0
2007-01-03 20:00:00,17243.0,42.375,27.125,0
2007-01-03 21:00:00,15980.0,42.375,27.625,0
2007-01-03 22:00:00,14320.0,43.125,28.0,0
2007-01-03 23:00:00,12821.0,43.125,28.125,0
2007-01-04 00:00:00,11818.0,42.75,27.875,0
2007-01-04 01:00:00,11326.0,42.0,27.75,0
2007-01-04 02:00:00,11098.0,41.125,27.625,0
2007-01-04 03:00:00,11085.0,40.0,27.5,0
2007-01-04 04:00:00,11421.0,40.375,26.875,0
2007-01-04 05:00:00,12608.0,38.75,26.25,0
2007-01-04 06:00:00,14836.0,37.875,26.25,0
2007-01-04 07:00:00,16060.0,36.0,26.25,0
2007-01-04 08:00:00,16241.0,37.375,27.5,0
2007-01-04 09:00:00,16309.0,39.75,28.125,0
2007-01-04 10:00:00,16349.0,42.875,29.75,0
2007-01-04 11:00:00,16244.0,46.0,29.625,0
2007-01-04 12:00:00,16053.0,47.625,30.0,0
2007-01-04 13:00:00,15888.0,49.125,31.0,0
2007-01-04 14:00:00,15651.0,50.75,31.5,0
2007-01-04 15:00:00,15627.0,51.625,31.375,0
2007-01-04 16:00:00,16772.0,50.625,31.375,0
2007-01-04 17:00:00,18188.0,48.25,31.125,0
2007-01-04 18:00:00,18130.0,46.25,31.875,0
2007-01-04 19:00:00,17680.0,45.875,32.375,0
2007-01-04 20:00:00,16925.0,44.625,32.0,0
2007-01-04 21:00:00,15701.0,44.625,32.0,0
2007-01-04 22:00:00,14050.0,44.875,32.0,0
2007-01-04 23:00:00,12575.0,45.25,32.375,0
2007-01-05 00:00:00,11565.0,45.375,32.75,0
2007-01-05 01:00:00,11064.0,45.375,32.875,0
2007-01-05 02:00:00,10802.0,46.25,33.375,0
2007-01-05 03:00:00,10731.0,46.75,35.125,0
2007-01-05 04:00:00,10997.0,45.75,36.625,0
2007-01-05 05:00:00,12038.0,45.375,37.875,0
2007-01-05 06:00:00,14094.0,46.75,38.75,0
2007-01-05 07:00:00,15527.0,47.5,41.0,0
2007-01-05 08:00:00,15801.0,49.25,42.0,0
2007-01-05 09:00:00,15994.0,52.25,44.25,0
2007-01-05 10:00:00,16126.0,54.375,46.125,0
2007-01-05 11:00:00,16107.0,55.5,47.875,0
2007-01-05 12:00:00,16012.0,57.625,49.875,0
2007-01-05 13:00:00,15928.0,58.625,50.625,0
2007-01-05 14:00:00,15754.0,58.625,51.625,0
2007-01-05 15:00:00,15831.0,58.125,52.25,0
2007-01-05 16:00:00,16770.0,57.5,52.375,0
2007-01-05 17:00:00,17445.0,56.5,52.25,0
2007-01-05 18:00:00,17079.0,56.375,52.625,0
2007-01-05 19:00:00,16449.0,55.375,52.625,0
2007-01-05 20:00:00,15743.0,56.125,53.375,0
2007-01-05 21:00:00,14797.0,55.0,53.625,0
2007-01-05 22:00:00,13488.0,55.25,53.75,0
2007-01-05 23:00:00,12219.0,55.0,53.75,0
2007-01-06 00:00:00,11164.0,55.125,54.25,0
2007-01-06 01:00:00,10569.0,55.625,54.25,0
2007-01-06 02:00:00,10246.0,56.125,54.75,0
2007-01-06 03:00:00,10089.0,56.5,55.0,0
2007-01-06 04:00:00,10111.0,56.375,55.125,0
2007-01-06 05:00:00,10472.0,56.875,55.0,0
2007-01-06 06:00:00,11256.0,57.75,55.5,0
2007-01-06 07:00:00,12175.0,58.0,56.125,0
2007-01-06 08:00:00,13235.0,58.375,56.0,0
2007-01-06 09:00:00,14221.0,58.875,56.25,0
2007-01-06 10:00:00,14723.0,60.25,57.375,0
2007-01-06 11:00:00,14795.0,61.875,58.125,0
2007-01-06 12:00:00,14594.0,62.75,58.125,0
2007-01-06 13:00:00,14264.0,64.625,57.25,0
2007-01-06 14:00:00,13952.0,64.125,54.625,0
2007-01-06 15:00:00,13847.0,64.5,53.625,0
2007-01-06 16:00:00,14701.0,63.125,52.75,0
2007-01-06 17:00:00,15916.0,61.25,50.125,0
2007-01-06 18:00:00,15718.0,60.0,46.625,0
2007-01-06 19:00:00,15180.0,58.5,43.75,0
2007-01-06 20:00:00,14600.0,56.625,41.0,0
2007-01-06 21:00:00,13814.0,55.25,38.75,0
2007-01-06 22:00:00,12791.0,53.625,37.75,0
2007-01-06 23:00:00,11767.0,51.0,34.75,0
2007-01-07 00:00:00,10813.0,49.25,33.75,0
2007-01-07 01:00:00,10240.0,47.25,31.75,0
2007-01-07 02:00:00,9930.0,45.875,30.5,0
2007-01-07 03:00:00,9806.0,44.75,30.25,0
2007-01-07 04:00:00,9845.0,43.875,28.875,0
2007-01-07 05:00:00,10129.0,42.75,26.625,0
2007-01-07 06:00:00,10699.0,41.75,25.25,0
2007-01-07 07:00:00,11333.0,41.0,24.625,0
2007-01-07 08:00:00,12289.0,40.625,24.75,0
2007-01-07 09:00:00,13124.0,43.0,25.125,0
2007-01-07 10:00:00,13595.0,44.625,24.625,0
2007-01-07 11:00:00,13820.0,46.125,24.375,0
2007-01-07 12:00:00,13890.0,46.75,23.75,0
2007-01-07 13:00:00,13694.0,47.875,23.5,0
2007-01-07 14:00:00,13508.0,48.375,23.125,0
2007-01-07 15:00:00,13618.0,48.5,23.375,0
2007-01-07 16:00:00,14930.0,46.375,23.5,0
2007-01-07 17:00:00,16476.0,43.375,25.125,0
2007-01-07 18:00:00,16442.0,42.125,26.625,0
2007-01-07 19:00:00,15982.0,41.0,27.375,0
2007-01-07 20:00:00,15324.0,40.75,28.125,0
2007-01-07 21:00:00,14231.0,40.625,28.625,0
2007-01-07 22:00:00,12976.0,40.625,30.875,0
2007-01-07 23:00:00,11745.0,41.125,31.125,0
2007-01-08 00:00:00,10987.0,40.75,33.125,0
2007-01-08 01:00:00,10568.0,41.75,35.25,0
2007-01-08 02:00:00,10399.0,40.75,36.375,0
2007-01-08 03:00:00,10415.0,41.25,36.625,0
2007-01-08 04:00:00,10776.0,40.875,37.5,0
2007-01-08 05:00:00,11960.0,41.125,38.5,0
2007-01-08 06:00:00,14153.0,41.75,39.25,0
2007-01-08 07:00:00,15763.0,43.625,41.375,0
2007-01-08 08:00:00,16178.0,43.25,40.625,0
2007-01-08 09:00:00,16380.0,43.5,41.625,0
2007-01-08 10:00:00,16581.0,43.625,42.25,0
2007-01-08 11:00:00,16712.0,44.375,42.0,0
2007-01-08 12:00:00,16665.0,44.25,42.375,0
2007-01-08 13:00:00,16597.0,47.75,45.5,0
2007-01-08 14:00:00,16469.0,46.875,44.25,0
2007-01-08 15:00:00,16420.0,46.375,41.625,0
2007-01-08 16:00:00,17155.0,45.75,39.375,0
2007-01-08 17:00:00,18232.0,44.75,38.25,0
2007-01-08 18:00:00,18075.0,43.5,35.375,0
2007-01-08 19:00:00,17568.0,42.875,33.25,0
2007-01-08 20:00:00,16830.0,42.125,32.625,0
2007-01-08 21:00:00,15706.0,40.875,28.875,0
2007-01-08 22:00:00,14137.0,39.625,27.875,0
2007-01-08 23:00:00,12759.0,38.75,25.625,0
2007-01-09 00:00:00,11864.0,37.25,24.375,0
2007-01-09 01:00:00,11414.0,36.375,23.0,0
2007-01-09 02:00:00,11244.0,35.625,22.625,0
2007-01-09 03:00:00,11236.0,34.875,21.75,0
2007-01-09 04:00:00,11617.0,34.25,21.0,0
2007-01-09 05:00:00,12802.0,34.0,20.875,0
2007-01-09 06:00:00,15108.0,33.25,20.75,0
2007-01-09 07:00:00,16371.0,32.375,20.0,0
2007-01-09 08:00:00,16470.0,32.5,20.0,0
2007-01-09 09:00:00,16459.0,34.75,19.875,0
2007-01-09 10:00:00,16484.0,36.625,19.125,0
2007-01-09 11:00:00,16433.0,37.875,18.875,0
2007-01-09 12:00:00,16288.0,39.5,19.0,0
2007-01-09 13:00:00,16229.0,40.375,18.75,0
2007-01-09 14:00:00,16113.0,40.625,19.25,0
2007-01-09 15:00:00,16188.0,40.25,19.375,0
2007-01-09 16:00:00,17256.0,39.0,20.25,0
2007-01-09 17:00:00,18655.0,37.5,20.375,0
2007-01-09 18:00:00,18565.0,35.75,21.0,0
2007-01-09 19:00:00,18063.0,34.875,20.75,0
2007-01-09 20:00:00,17344.0,33.5,21.25,0
2007-01-09 21:00:00,16180.0,33.125,21.375,0
2007-01-09 22:00:00,14570.0,32.5,21.25,0
2007-01-09 23:00:00,13240.0,31.5,22.0,0
2007-01-10 00:00:00,12306.0,30.625,21.0,0
2007-01-10 01:00:00,11908.0,29.75,21.0,0
2007-01-10 02:00:00,11722.0,29.875,21.125,0
2007-01-10 03:00:00,11703.0,29.125,19.5,0
2007-01-10 04:00:00,12112.0,28.125,18.5,0
2007-01-10 05:00:00,13296.0,28.25,17.875,0
2007-01-10 06:00:00,15588.0,27.375,17.625,0
2007-01-10 07:00:00,16872.0,27.625,17.375,0
2007-01-10 08:00:00,16935.0,27.0,18.25,0
2007-01-10 09:00:00,16934.0,29.0,15.625,0
2007-01-10 10:00:00,17027.0,30.75,12.75,0
2007-01-10 11:00:00,17001.0,31.5,11.5,0
2007-01-10 12:00:00,16891.0,31.625,8.375,0
2007-01-10 13:00:00,16825.0,32.125,7.25,0
2007-01-10 14:00:00,16769.0,31.5,7.25,0
2007-01-10 15:00:00,16917.0,30.0,7.625,0
2007-01-10 16:00:00,17997.0,29.0,8.125,0
2007-01-10 17:00:00,19441.0,27.5,8.625,0
2007-01-10 18:00:00,19386.0,26.125,9.0,0
2007-01-10 19:00:00,18961.0,24.875,8.25,0
2007-01-10 20:00:00,18248.0,23.875,7.375,0
2007-01-10 21:00:00,17090.0,23.0,6.75,0
2007-01-10 22:00:00,15438.0,22.25,7.375,0
2007-01-10 23:00:00,14015.0,21.375,6.125,0
2007-01-11 00:00:00,13161.0,20.25,5.0,0
2007-01-11 01:00:00,12716.0,19.875,4.375,0
2007-01-11 02:00:00,12521.0,19.375,4.125,0
2007-01-11 03:00:00,12544.0,18.625,4.0,0
2007-01-11 04:00:00,12899.0,17.875,3.75,0
2007-01-11 05:00:00,14080.0,17.625,4.5,0
2007-01-11 06:00:00,16452.0,17.125,4.375,0
2007-01-11 07:00:00,17677.0,17.0,4.75,0
2007-01-11 08:00:00,17714.0,18.125,5.25,0
2007-01-11 09:00:00,17698.0,20.75,5.375,0
2007-01-11 10:00:00,17698.0,23.25,5.375,0
2007-01-11 11:00:00,17559.0,25.875,6.625,0
2007-01-11 12:00:00,17268.0,27.375,7.875,0
2007-01-11 13:00:00,17055.0,28.875,8.75,0
2007-01-11 14:00:00,16865.0,30.0,10.0,0
2007-01-11 15:00:00,16904.0,32.0,11.625,0
2007-01-11 16:00:00,17953.0,31.125,11.0,0
2007-01-11 17:00:00,19307.0,30.125,12.75,0
2007-01-11 18:00:00,19258.0,29.125,14.0,0
2007-01-11 19:00:00,18791.0,29.0,15.25,0
2007-01-11 20:00:00,18057.0,29.0,17.0,0
2007-01-11 21:00:00,16812.0,30.375,18.375,0
2007-01-11 22:00:00,15143.0,31.5,19.75,0
2007-01-11 23:00:00,13679.0,32.125,20.75,0
2007-01-12 00:00:00,12712.0,33.125,20.625,0
2007-01-12 01:00:00,12204.0,33.5,20.75,0
2007-01-12 02:00:00,11943.0,34.25,21.0,0
2007-01-12 03:00:00,11873.0,35.0,22.375,0
2007-01-12 04:00:00,12138.0,35.875,23.25,0
2007-01-12 05:00:00,13196.0,36.25,22.875,0
2007-01-12 06:00:00,15322.0,37.25,22.75,0
2007-01-12 07:00:00,16619.0,37.75,23.125,0
2007-01-12 08:00:00,16709.0,38.125,24.625,0
2007-01-12 09:00:00,16817.0,40.0,25.5,0
2007-01-12 10:00:00,16924.0,41.25,24.875,0
2007-01-12 11:00:00,16811.0,42.0,25.625,0
2007-01-12 12:00:00,16576.0,42.25,25.875,0
2007-01-12 13:00:00,16351.0,43.75,27.125,0
2007-01-12 14:00:00,15951.0,45.875,29.0,0
2007-01-12 15:00:00,15805.0,46.125,29.5,0
2007-01-12 16:00:00,16582.0,45.875,29.875,0
2007-01-12 17:00:00,17682.0,43.75,29.625,0
2007-01-12 18:00:00,17453.0,42.0,30.125,0
2007-01-12 19:00:00,16920.0,41.125,30.25,0
2007-01-12 20:00:00,16250.0,40.125,30.375,0
2007-01-12 21:00:00,15340.0,40.625,31.25,0
2007-01-12 22:00:00,14074.0,39.75,31.375,0
2007-01-12 23:00:00,12815.0,40.0,31.375,0
2007-01-13 00:00:00,11889.0,40.5,31.625,0
2007-01-13 01:00:00,11279.0,41.125,32.5,0
2007-01-13 02:00:00,10959.0,41.375,33.25,0
2007-01-13 03:00:00,10808.0,41.625,33.625,0
2007-01-13 04:00:00,10850.0,42.25,34.125,0
2007-01-13 05:00:00,11219.0,41.875,35.375,0
2007-01-13 06:00:00,12000.0,42.625,36.25,0
2007-01-13 07:00:00,12922.0,43.375,37.25,0
2007-01-13 08:00:00,14040.0,42.625,37.625,0
2007-01-13 09:00:00,14899.0,43.125,38.25,0
2007-01-13 10:00:00,15279.0,43.875,39.0,0
2007-01-13 11:00:00,15366.0,44.125,40.0,0
2007-01-13 12:00:00,15192.0,44.875,40.25,0
2007-01-13 13:00:00,14902.0,45.5,39.625,0
2007-01-13 14:00:00,14748.0,45.75,38.875,0
2007-01-13 15:00:00,14868.0,45.125,37.625,0
2007-01-13 16:00:00,15716.0,43.125,34.875,0
2007-01-13 17:00:00,16532.0,42.0,33.125,0
2007-01-13 18:00:00,16340.0,39.625,31.25,0
2007-01-13 19:00:00,15833.0,38.25,29.5,0
2007-01-13 20:00:00,15297.0,36.0,28.125,0
2007-01-13 21:00:00,14559.0,35.125,27.125,0
2007-01-13 22:00:00,13550.0,33.875,26.25,0
2007-01-13 23:00:00,12549.0,33.25,26.25,0
2007-01-14 00:00:00,11638.0,33.125,27.0,0
2007-01-14 01:00:00,11078.0,32.75,26.875,0
2007-01-14 02:00:00,10814.0,32.125,27.25,0
2007-01-14 03:00:00,10686.0,31.875,26.875,0
2007-01-14 04:00:00,10711.0,32.125,26.75,0
2007-01-14 05:00:00,10970.0,32.0,27.125,0
2007-01-14 06:00:00,11492.0,31.375,27.375,0
2007-01-14 07:00:00,12275.0,31.5,28.5,0
2007-01-14 08:00:00,13320.0,31.375,29.25,0
2007-01-14 09:00:00,14341.0,32.0,30.125,0
2007-01-14 10:00:00,15044.0,32.5,30.625,0
2007-01-14 11:00:00,15443.0,32.75,30.875,0
2007-01-14 12:00:00,15623.0,32.125,30.5,0
2007-01-14 13:00:00,15561.0,32.75,30.25,0
2007-01-14 14:00:00,15455.0,32.875,30.0,0
2007-01-14 15:00:00,15603.0,32.375,30.125,0
2007-01-14 16:00:00,16462.0,32.375,29.875,0
2007-01-14 17:00:00,17079.0,32.5,30.0,0
2007-01-14 18:00:00,16842.0,32.375,29.25,0
2007-01-14 19:00:00,16176.0,32.375,29.625,0
2007-01-14 20:00:00,15516.0,31.875,29.375,0
2007-01-14 21:00:00,14800.0,32.125,29.0,0
2007-01-14 22:00:00,13677.0,32.375,28.875,0
2007-01-14 23:00:00,12523.0,32.375,29.75,0
2007-01-15 00:00:00,11733.0,32.25,29.25,1
2007-01-15 01:00:00,11267.0,32.375,28.875,1
2007-01-15 02:00:00,11042.0,32.375,28.25,1
2007-01-15 03:00:00,11026.0,31.625,27.875,1
2007-01-15 04:00:00,11348.0,31.625,28.125,1
2007-01-15 05:00:00,12210.0,32.0,27.625,1
2007-01-15 06:00:00,13617.0,31.625,28.25,1
2007-01-15 07:00:00,14971.0,31.0,28.875,1
2007-01-15 08:00:00,15966.0,31.25,29.375,1
2007-01-15 09:00:00,16818.0,31.375,29.5,1
2007-01-15 10:00:00,17450.0,32.625,30.25,1
2007-01-15 11:00:00,17709.0,33.0,30.25,1
2007-01-15 12:00:00,17671.0,33.625,30.875,1
2007-01-15 13:00:00,17502.0,33.875,31.75,1
2007-01-15 14:00:00,17296.0,33.625,31.75,1
2007-01-15 15:00:00,17286.0,33.5,31.0,1
2007-01-15 16:00:00,18094.0,32.0,30.125,1
2007-01-15 17:00:00,18868.0,31.875,30.125,1
2007-01-15 18:00:00,18522.0,30.75,29.375,1
2007-01-15 19:00:00,17909.0,30.5,29.625,1
2007-01-15 20:00:00,16985.0,31.375,30.0,1
2007-01-15 21:00:00,15740.0,31.5,28.75,1
2007-01-15 22:00:00,14194.0,31.5,29.875,1
2007-01-15 23:00:00,12887.0,32.0,30.375,1
2007-01-16 00:00:00,11974.0,33.375,31.75,0
2007-01-16 01:00:00,11474.0,32.75,30.625,0
2007-01-16 02:00:00,11248.0,33.125,30.75,0
2007-01-16 03:00:00,11213.0,32.875,30.625,0
2007-01-16 04:00:00,11545.0,32.75,30.125,0
2007-01-16 05:00:00,12672.0,34.375,29.0,0
2007-01-16 06:00:00,14911.0,33.375,27.0,0
2007-01-16 07:00:00,16329.0,32.0,23.125,0
2007-01-16 08:00:00,16633.0,30.25,20.875,0
2007-01-16 09:00:00,16896.0,29.0,17.625,0
2007-01-16 10:00:00,17158.0,27.5,16.375,0
2007-01-16 11:00:00,17296.0,27.0,15.5,0
2007-01-16 12:00:00,17271.0,26.625,14.5,0
2007-01-16 13:00:00,17263.0,26.25,13.625,0
2007-01-16 14:00:00,17158.0,26.375,13.0,0
2007-01-16 15:00:00,17275.0,26.0,12.0,0
2007-01-16 16:00:00,18191.0,24.75,11.0,0
2007-01-16 17:00:00,19589.0,23.125,10.25,0
2007-01-16 18:00:00,19615.0,21.875,8.5,0
2007-01-16 19:00:00,19189.0,21.0,8.625,0
2007-01-16 20:00:00,18507.0,19.875,7.25,0
2007-01-16 21:00:00,17389.0,18.25,6.125,0
2007-01-16 22:00:00,15929.0,17.25,2.125,0
2007-01-16 23:00:00,14594.0,15.875,2.25,0
2007-01-17 00:00:00,13738.0,14.5,-0.25,0
2007-01-17 01:00:00,13369.0,12.625,-2.25,0
2007-01-17 02:00:00,13261.0,11.0,-2.5,0
2007-01-17 03:00:00,13313.0,10.125,-3.0,0
2007-01-17 04:00:00,13721.0,8.75,-4.5,0
2007-01-17 05:00:00,14916.0,7.75,-5.0,0
2007-01-17 06:00:00,17293.0,7.0,-5.625,0
2007-01-17 07:00:00,18524.0,6.25,-5.875,0
2007-01-17 08:00:00,18645.0,6.25,-6.125,0
2007-01-17 09:00:00,18672.0,7.75,-5.75,0
2007-01-17 10:00:00,18685.0,9.375,-6.0,0
2007-01-17 11:00:00,18531.0,11.375,-6.125,0
2007-01-17 12:00:00,18315.0,13.0,-6.875,0
2007-01-17 13:00:00,18172.0,14.875,-6.125,0
2007-01-17 14:00:00,17931.0,16.375,-5.75,0
2007-01-17 15:00:00,17954.0,17.25,-5.5,0
2007-01-17 16:00:00,18838.0,16.5,-5.25,0
2007-01-17 17:00:00,20378.0,15.0,-4.625,0
2007-01-17 18:00:00,20435.0,13.75,-3.75,0
2007-01-17 19:00:00,20060.0,13.0,-4.0,0
2007-01-17 20:00:00,19326.0,12.375,-3.375,0
2007-01-17 21:00:00,18134.0,11.375,-2.25,0
2007-01-17 22:00:00,16553.0,11.125,-1.375,0
2007-01-17 23:00:00,15094.0,10.75,-0.5,0
2007-01-18 00:00:00,14244.0,10.0,0.625,0
2007-01-18 01:00:00,13785.0,8.375,0.125,0
2007-01-18 02:00:00,13599.0,8.375,0.75,0
2007-01-18 03:00:00,13606.0,11.0,3.125,0
2007-01-18 04:00:00,13943.0,10.625,3.75,0
2007-01-18 05:00:00,15073.0,11.25,4.25,0
2007-01-18 06:00:00,17312.0,11.75,4.375,0
2007-01-18 07:00:00,18545.0,12.25,4.375,0
2007-01-18 08:00:00,18598.0,13.875,5.625,0
2007-01-18 09:00:00,18497.0,16.5,6.25,0
2007-01-18 10:00:00,18394.0,21.125,8.625,0
2007-01-18 11:00:00,18171.0,25.375,11.5,0
2007-01-18 12:00:00,17907.0,28.5,13.5,0
2007-01-18 13:00:00,17682.0,30.375,16.0,0
2007-01-18 14:00:00,17529.0,32.0,18.625,0
2007-01-18 15:00:00,17614.0,31.625,19.875,0
2007-01-18 16:00:00,18471.0,31.75,21.0,0
2007-01-18 17:00:00,19529.0,31.875,24.0,0
2007-01-18 18:00:00,19399.0,31.375,24.875,0
2007-01-18 19:00:00,18903.0,31.875,26.0,0
2007-01-18 20:00:00,18128.0,31.75,27.0,0
2007-01-18 21:00:00,16870.0,32.125,28.125,0
2007-01-18 22:00:00,15212.0,32.5,29.125,0
2007-01-18 23:00:00,13753.0,33.375,30.125,0
2007-01-19 00:00:00,12794.0,35.375,32.25,0
2007-01-19 01:00:00,12302.0,33.125,30.625,0
2007-01-19 02:00:00,12051.0,33.125,30.125,0
2007-01-19 03:00:00,12038.0,32.75,30.25,0
2007-01-19 04:00:00,12298.0,32.5,30.25,0
2007-01-19 05:00:00,13338.0,32.5,29.75,0
2007-01-19 06:00:00,15457.0,32.375,29.875,0
2007-01-19 07:00:00,16825.0,31.75,29.25,0
2007-01-19 08:00:00,17066.0,32.0,29.0,0
2007-01-19 09:00:00,17200.0,32.0,29.0,0
2007-01-19 10:00:00,17253.0,32.5,28.5,0
2007-01-19 11:00:00,17098.0,34.625,28.125,0
2007-01-19 12:00:00,16878.0,35.25,27.875,0
2007-01-19 13:00:00,16779.0,36.25,27.125,0
2007-01-19 14:00:00,16571.0,36.875,26.25,0
2007-01-19 15:00:00,16525.0,36.25,25.5,0
2007-01-19 16:00:00,17203.0,35.625,24.25,0
2007-01-19 17:00:00,18420.0,34.625,23.25,0
2007-01-19 18:00:00,18268.0,34.0,22.75,0
2007-01-19 19:00:00,17704.0,33.375,21.875,0
2007-01-19 20:00:00,17065.0,33.0,20.75,0
2007-01-19 21:00:00,16182.0,32.375,20.0,0
2007-01-19 22:00:00,14978.0,31.75,19.875,0
2007-01-19 23:00:00,13726.0,31.0,19.0,0
2007-01-20 00:00:00,12794.0,31.25,19.375,0
2007-01-20 01:00:00,12283.0,30.625,17.75,0
2007-01-20 02:00:00,12031.0,29.375,17.125,0
2007-01-20 03:00:00,11945.0,28.875,16.0,0
2007-01-20 04:00:00,12067.0,28.0,15.375,0
2007-01-20 05:00:00,12494.0,27.25,14.875,0
2007-01-20 06:00:00,13349.0,26.75,14.125,0
2007-01-20 07:00:00,14246.0,25.875,13.375,0
2007-01-20 08:00:00,15275.0,25.625,12.0,0
2007-01-20 09:00:00,16108.0,26.25,10.875,0
2007-01-20 10:00:00,16481.0,25.625,8.875,0
2007-01-20 11:00:00,16514.0,25.875,6.625,0
2007-01-20 12:00:00,16331.0,25.0,5.625,0
2007-01-20 13:00:00,16073.0,24.75,4.125,0
2007-01-20 14:00:00,15912.0,23.5,2.625,0
2007-01-20 15:00:00,15994.0,22.75,2.25,0
2007-01-20 16:00:00,16836.0,21.25,1.125,0
2007-01-20 17:00:00,18408.0,19.625,0.375,0
2007-01-20 18:00:00,18432.0,17.875,0.125,0
2007-01-20 19:00:00,18022.0,16.625,-0.125,0
2007-01-20 20:00:00,17501.0,15.75,-0.625,0
2007-01-20 21:00:00,16790.0,15.25,-1.5,0
2007-01-20 22:00:00,15760.0,14.25,-2.0,0
2007-01-20 23:00:00,14683.0,13.375,-2.375,0
2007-01-21 00:00:00,13854.0,12.875,-2.625,0
2007-01-21 01:00:00,13372.0,12.0,-2.625,0
2007-01-21 02:00:00,13103.0,11.875,-3.375,0
2007-01-21 03:00:00,13014.0,11.25,-3.25,0
2007-01-21 04:00:00,13090.0,10.625,-4.25,0
2007-01-21 05:00:00,13365.0,10.125,-3.75,0
2007-01-21 06:00:00,13952.0,10.25,-3.375,0
2007-01-21 07:00:00,14591.0,9.375,-3.5,0
2007-01-21 08:00:00,15486.0,10.625,-3.375,0
2007-01-21 09:00:00,16171.0,12.125,-3.0,0
2007-01-21 10:00:00,16462.0,15.375,-2.375,0
2007-01-21 11:00:00,16546.0,18.0,-2.0,0
2007-01-21 12:00:00,16467.0,20.0,-1.75,0
2007-01-21 13:00:00,16268.0,22.125,-1.625,0
2007-01-21 14:00:00,16204.0,23.0,-2.0,0
2007-01-21 15:00:00,16445.0,22.625,-2.25,0
